GNBM-3086-MONOMER	GNBM-3086		FIG00639773: hypothetical protein	
GNBM-4671-MONOMER	GNBM-4671		Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids	
GNBM-1876-MONOMER	GNBM-1876		Transcriptional regulator YbiH, TetR family	
GNBM-1326-MONOMER	GNBM-1326		L-threonine transporter, anaerobically inducible	
GNBM-1142-MONOMER	GNBM-1142		FIG00497792: hypothetical protein	
GNBM-1054-MONOMER	GNBM-1054		Putative two-component system response regulator YedW	
GNBM-2362-MONOMER	GNBM-2362		Flavoprotein MioC	
GNBM-1955-MONOMER	GNBM-1955		FIG003145: Surface protein	
GNBM-428-MONOMER	GNBM-428		Ethanolamine ammonia-lyase heavy chain	
GNBM-85-MONOMER	GNBM-85		Molybdate metabolism regulator	
GNBM-630-MONOMER	GNBM-630		Spermidine export protein MdtJ	
GNBM-2231-MONOMER	GNBM-2231		Deoxyuridine 5'-triphosphate nucleotidohydrolase	
GNBM-2468-MONOMER	GNBM-2468		FIG00638384: hypothetical protein	
GNBM-3177-MONOMER	GNBM-3177		radical activating enzyme	
GNBM-1081-MONOMER	GNBM-1081		FIG00639556: hypothetical protein	
GNBM-3527-MONOMER	GNBM-3527		FIG00641237: hypothetical protein	
GNBM-943-MONOMER	GNBM-943		Putative cytoplasmic protein	
GNBM-294-MONOMER	GNBM-294		Acetate kinase	
GNBM-824-MONOMER	GNBM-824		FIG00637895: hypothetical protein	
GNBM-4257-MONOMER	GNBM-4257		Ribosomal-protein-L7p-serine acetyltransferase	
GNBM-1896-MONOMER	GNBM-1896		Outer membrane protein X precursor	
GNBM-3148-MONOMER	GNBM-3148		FIG00638853: hypothetical protein	
GNBM-3447-MONOMER	GNBM-3447		FIG00641278: hypothetical protein	
GNBM-3278-MONOMER	GNBM-3278		Aspartate aminotransferase family	
GNBM-3566-MONOMER	GNBM-3566		Thioredoxin	
GNBM-961-MONOMER	GNBM-961		FIG01046209: hypothetical protein	
GNBM-3191-MONOMER	GNBM-3191		Ferric reductase	
GNBM-2105-MONOMER	GNBM-2105		hypothetical protein	
GNBM-4322-MONOMER	GNBM-4322		General secretion pathway protein F	
GNBM-2849-MONOMER	GNBM-2849		putative; ORF located using Glimmer/Genemark	
GNBM-1566-MONOMER	GNBM-1566		Cof protein	
GNBM-1455-MONOMER	GNBM-1455		Fructokinase	
GNBM-2652-MONOMER	GNBM-2652		FIG00638848: hypothetical protein	
GNBM-1244-MONOMER	GNBM-1244		FIG00639779: hypothetical protein	
GNBM-2517-MONOMER	GNBM-2517		DNA-binding protein H-NS	
GNBM-4567-MONOMER	GNBM-4567		FIG00643552: hypothetical protein	
GNBM-1988-MONOMER	GNBM-1988		Phosphoserine aminotransferase	
GNBM-3340-MONOMER	GNBM-3340		Putative fimbrial-like protein	
GNBM-4013-MONOMER	GNBM-4013		[NiFe] hydrogenase nickel incorporation-associated protein HypB	
GNBM-916-MONOMER	GNBM-916		Phage minor tail protein	
GNBM-1036-MONOMER	GNBM-1036		Flagellar hook-length control protein FliK	
GNBM-2384-MONOMER	GNBM-2384		FIG00638269: hypothetical protein	
GNBM-3579-MONOMER	GNBM-3579		Putative ECA polymerase	
GNBM-3092-MONOMER	GNBM-3092		RNA polymerase associated protein RapA	
GNBM-1176-MONOMER	GNBM-1176		Transcriptional regulator, YtfJ-family	
GNBM-4085-MONOMER	GNBM-4085		Unsaturated fatty acid biosythesis repressor FabR, TetR family	
GNBM-1594-MONOMER	GNBM-1594		Adenylate kinase	
GNBM-2734-MONOMER	GNBM-2734		Ribosome small subunit-stimulated GTPase EngC	
GNBM-2694-MONOMER	GNBM-2694		FIG00641324: hypothetical protein	
GNBM-4365-MONOMER	GNBM-4365		FIG00640137: hypothetical protein	
GNBM-631-MONOMER	GNBM-631		Putative transport protein	
GNBM-3771-MONOMER	GNBM-3771		Acetyl-coenzyme A synthetase	
GNBM-678-MONOMER	GNBM-678		Putative aldo/keto reductase	
GNBM-4294-MONOMER	GNBM-4294		iron aquisition yersiniabactin synthesis enzyme (Irp2)	
GNBM-3291-MONOMER	GNBM-3291		3-dehydroquinate synthase	
GNBM-4055-MONOMER	GNBM-4055		Predicted FAD containing dehydrogenase	
GNBM-2408-MONOMER	GNBM-2408		Phage tail length tape-measure protein 1	
GNBM-3250-MONOMER	GNBM-3250		tRNA 5-methylaminomethyl-2-thiouridine synthase TusB	
GNBM-739-MONOMER	GNBM-739		Hemin uptake protein HemP	
GNBM-33-MONOMER	GNBM-33		Low molecular weight protein-tyrosine-phosphatase Wzb	
GNBM-1999-MONOMER	GNBM-1999		3-deoxy-manno-octulosonate cytidylyltransferase	
GNBM-1517-MONOMER	GNBM-1517		hypothetical protein	
GNBM-2795-MONOMER	GNBM-2795		Protein ytfJ precursor	
GNBM-1233-MONOMER	GNBM-1233		FIG00641707: hypothetical protein	
GNBM-2275-MONOMER	GNBM-2275		YkfI toxin protein	
GNBM-1322-MONOMER	GNBM-1322		L-serine dehydratase	
GNBM-2987-MONOMER	GNBM-2987		hypothetical protein	
GNBM-1959-MONOMER	GNBM-1959		Virulence factor VirK	
GNBM-1787-MONOMER	GNBM-1787		FIG143828: Hypothetical protein YbgA	
GNBM-3434-MONOMER	GNBM-3434		Hemin ABC transporter, permease protein	
GNBM-1119-MONOMER	GNBM-1119		Putative polyketide synthase	
GNBM-4239-MONOMER	GNBM-4239		Aldo-keto reductase	
GNBM-1795-MONOMER	GNBM-1795		Putative transport protein	
GNBM-2480-MONOMER	GNBM-2480		4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	
GNBM-2391-MONOMER	GNBM-2391		FIG00640165: hypothetical protein	
GNBM-957-MONOMER	GNBM-957		hypothetical protein	
GNBM-4911-MONOMER	GNBM-4911		Putative radC-like protein yeeS	
GNBM-2587-MONOMER	GNBM-2587		Phage shock protein D	
GNBM-857-MONOMER	GNBM-857		Putative membrane protein	
GNBM-3064-MONOMER	GNBM-3064		Cell division protein FtsL	
GNBM-4105-MONOMER	GNBM-4105		Transaldolase	
GNBM-4373-MONOMER	GNBM-4373		Channel-forming transporter/cytolysins activator of TpsB family	
GNBM-3442-MONOMER	GNBM-3442		RND efflux system, inner membrane transporter CmeB	
GNBM-614-MONOMER	GNBM-614		Spermidine N1-acetyltransferase	
GNBM-4355-MONOMER	GNBM-4355		LSU ribosomal protein L17p	
GNBM-4485-MONOMER	GNBM-4485		Glutamate decarboxylase	
GNBM-4297-MONOMER	GNBM-4297		Mobile element protein	
GNBM-157-MONOMER	GNBM-157		MFS family multidrug transport protein,bicyclomycin resistance protein	
GNBM-3182-MONOMER	GNBM-3182		Peptide chain release factor 3	
GNBM-1257-MONOMER	GNBM-1257		FIG00637968: hypothetical protein	
GNBM-3753-MONOMER	GNBM-3753		Quinolinate phosphoribosyltransferase [decarboxylating]	
GNBM-65-MONOMER	GNBM-65		Tagatose-6-phosphate kinase GatZ	
GNBM-3911-MONOMER	GNBM-3911		FIG146278: Maf/YceF/YhdE family protein	
GNBM-439-MONOMER	GNBM-439		Ethanolamine utilization protein EutP	
GNBM-3054-MONOMER	GNBM-3054		Cell division protein FtsQ	
GNBM-2208-MONOMER	GNBM-2208		Putative periplasmic protein YibQ, distant homology with nucleoside diphosphatase and polysaccharide deacetylase	
GNBM-3773-MONOMER	GNBM-3773		Acetate permease ActP (cation/acetate symporter)	
GNBM-4151-MONOMER	GNBM-4151		L-rhamnose operon transcriptional activator RhaR	
GNBM-3249-MONOMER	GNBM-3249		SSU ribosomal protein S12p (S23e)	
GNBM-4368-MONOMER	GNBM-4368		FIG034389 (not subsystem-based): hypothetical protein	
GNBM-2466-MONOMER	GNBM-2466		FIG00639275: hypothetical protein	
GNBM-1528-MONOMER	GNBM-1528		Nucleoside-specific channel-forming protein Tsx precursor	
GNBM-2262-MONOMER	GNBM-2262		ATPase involved in DNA repair	
GNBM-114-MONOMER	GNBM-114		Cytidine deaminase	
GNBM-3297-MONOMER	GNBM-3297		Type IV pilus biogenesis protein PilN	
GNBM-3942-MONOMER	GNBM-3942		Cytochrome B561	
GNBM-3567-MONOMER	GNBM-3567		Transcription termination factor Rho	
GNBM-254-MONOMER	GNBM-254		Polymyxin resistance protein ArnA_DH,UDP-glucuronic acid decarboxylase	
GNBM-2957-MONOMER	GNBM-2957		Predicted oxidoreductase, Fe-S subunit	
GNBM-2114-MONOMER	GNBM-2114		2-dehydro-3-deoxygluconate kinase	
GNBM-2672-MONOMER	GNBM-2672		Transcriptional regulator PhnF	
GNBM-2364-MONOMER	GNBM-2364		Aspartate--ammonia ligase	
GNBM-2670-MONOMER	GNBM-2670		PhnH protein	
GNBM-3102-MONOMER	GNBM-3102		CcdA protein (antitoxin to CcdB)	
GNBM-2285-MONOMER	GNBM-2285		probable secreted protein STY4010	
GNBM-816-MONOMER	GNBM-816		Aldose 1-epimerase family protein YeaD	
GNBM-3139-MONOMER	GNBM-3139		Chaperone protein DnaK	
GNBM-1432-MONOMER	GNBM-1432		Outer membrane stress sensor protease DegQ,serine protease	
GNBM-230-MONOMER	GNBM-230		3-demethylubiquinol 3-O-methyltransferase	
GNBM-680-MONOMER	GNBM-680		Transcriptional regulator, TetR family	
GNBM-4669-MONOMER	GNBM-4669		Glycosyl transferase	
GNBM-3571-MONOMER	GNBM-3571		UDP-N-acetylglucosamine 2-epimerase	
GNBM-4414-MONOMER	GNBM-4414		FIG00644371: hypothetical protein	
GNBM-178-MONOMER	GNBM-178		Putative single stranded DNA-binding protein of prophage	
GNBM-2505-MONOMER	GNBM-2505		FIG003671: Metal-dependent hydrolase	
GNBM-2693-MONOMER	GNBM-2693		C4-dicarboxylate transporter DcuB	
GNBM-3847-MONOMER	GNBM-3847		L-sorbose 1-phosphate reductase	
GNBM-103-MONOMER	GNBM-103		Periplasmic beta-glucosidase	
GNBM-2782-MONOMER	GNBM-2782		3-hydroxybutyryl-CoA dehydratase	
GNBM-3790-MONOMER	GNBM-3790		FIG00642007: hypothetical protein	
GNBM-4109-MONOMER	GNBM-4109		Catalase	
GNBM-2989-MONOMER	GNBM-2989		FIG00639909: hypothetical protein	
GNBM-3205-MONOMER	GNBM-3205		Carbon starvation protein A paralog	
GNBM-3360-MONOMER	GNBM-3360		Putative acetyltransferase	
GNBM-2357-MONOMER	GNBM-2357		ATP synthase C chain	
GNBM-2833-MONOMER	GNBM-2833		Ribonuclease E inhibitor RraB	
GNBM-3323-MONOMER	GNBM-3323		4-alpha-glucanotransferase (amylomaltase)	
GNBM-4613-MONOMER	GNBM-4613		3-oxoacyl-[ACP] synthase	
GNBM-3563-MONOMER	GNBM-3563		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	
GNBM-2537-MONOMER	GNBM-2537		Outer membrane protein W precursor	
GNBM-4660-MONOMER	GNBM-4660		Mobile element protein	
GNBM-87-MONOMER	GNBM-87		FIG00641815: hypothetical protein	
GNBM-3894-MONOMER	GNBM-3894		YcfL protein: an outer membrane lipoprotein that is part of a salvage cluster	
GNBM-1063-MONOMER	GNBM-1063		FIG00641174: hypothetical protein	
GNBM-3574-MONOMER	GNBM-3574		Glucose-1-phosphate thymidylyltransferase	
GNBM-4462-MONOMER	GNBM-4462		Respiratory nitrate reductase delta chain	
GNBM-448-MONOMER	GNBM-448		Nitrate/nitrite sensor protein	
GNBM-3898-MONOMER	GNBM-3898		PTS system, glucose-specific IIB component	
GNBM-2778-MONOMER	GNBM-2778		HIPA PROTEIN	
GNBM-922-MONOMER	GNBM-922		Phage minor tail protein	
GNBM-1426-MONOMER	GNBM-1426		ClpXP protease specificity-enhancing factor / Stringent starvation protein B	
GNBM-1979-MONOMER	GNBM-1979		Anaerobic dimethyl sulfoxide reductase chain C	
GNBM-1348-MONOMER	GNBM-1348		PTS system, galactosamine-specific IIB component	
GNBM-1567-MONOMER	GNBM-1567		Putative HTH-type transcriptional regulator ybaO	
GNBM-787-MONOMER	GNBM-787		FIG00922551: hypothetical protein	
GNBM-2018-MONOMER	GNBM-2018		FMN reductase	
GNBM-1934-MONOMER	GNBM-1934		putative sensory transduction regulator	
GNBM-4091-MONOMER	GNBM-4091		Starvation sensing protein RspA	
GNBM-3431-MONOMER	GNBM-3431		Radical SAM family protein HutW, similar to coproporphyrinogen III oxidase,oxygen-independent,associated with heme uptake	
GNBM-2416-MONOMER	GNBM-2416		hypothetical protein	
